Dim-00:TEMPS,Dim-01:TERRITORI,Dim-01:TERRITORI (order),Dim-01:TERRITORI (type),Dim-02:TIPUS DE PROPIETAT,VALUE
2017-09-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",3863.0
2017-09-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",4781.15151515152
2017-09-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Horitzontal",6305.0
2017-09-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",4001.74603174603
2017-09-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",3801.95238095238
2017-09-01T00:00:00Z,"Sant Martí",10,Districte,"Horitzontal",3479.78666666667
2017-09-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",5310.92857142857
2017-09-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2076.66666666667
2017-09-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",5920.75
2017-09-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Vertical",4369.63636363636
2017-09-01T00:00:00Z,"la Salut",30,Barri,"Horitzontal",5187.75
2017-09-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",4481.48275862069
2017-09-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",3690.2
2017-09-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2014.42857142857
2017-09-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",3834.7
2017-09-01T00:00:00Z,"la Sagrera",61,Barri,"Horitzontal",2621.94117647059
2017-09-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",2596.51351351351
2017-09-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",1935.68421052632
2017-09-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",2243.18181818182
2017-09-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",2303.7
2017-09-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3032.45833333333
2017-09-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2440.84615384615
2017-09-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2328.07142857143
2017-09-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",4135.44444444444
2017-09-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",3634.89473684211
2017-09-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2255.4375
2017-09-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",3968.95652173913
2017-09-01T00:00:00Z,"Horta",43,Barri,"Horitzontal",2556.15789473684
2017-09-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3411.2
2017-09-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",3872.16666666667
2017-09-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2535.83185840708
2017-09-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",1526.93333333333
2017-09-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",3769.24324324324
2017-09-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2398.77777777778
2017-09-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3071.13333333333
2017-09-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3323.8
2017-09-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3371.5641025641
2017-09-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",2730.52173913044
2017-09-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3880.10975609756
2017-09-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",4950.15294117647
2017-09-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3014.18032786885
2017-09-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",2256.5
2017-09-01T00:00:00Z,"la Bordeta",16,Barri,"Horitzontal",2910.0
2017-09-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",1440.66666666667
2017-09-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2510.87341772152
2017-09-01T00:00:00Z,"el Clot",65,Barri,"Horitzontal",3162.5
2017-09-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",3521.5
2017-09-01T00:00:00Z,"Pedralbes",21,Barri,"Horitzontal",3923.25
2017-09-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2876.91666666667
2017-09-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",4804.33333333333
2017-09-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",1923.91666666667
2017-09-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Vertical",2496.77777777778
2017-09-01T00:00:00Z,"Sarrià",23,Barri,"Vertical",4816.2
2017-10-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",3536.76470588235
2017-10-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2416.15384615385
2017-10-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",2187.2
2017-10-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Vertical",6513.42857142857
2017-10-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4478.86206896552
2017-10-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1279.83333333333
2017-10-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",2797.23529411765
2017-10-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2489.95
2017-10-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",4059.73333333333
2017-10-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",2921.03125
2017-10-01T00:00:00Z,"Eixample",2,Districte,"Vertical",5401.72727272727
2017-10-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",5892.8
2017-10-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",4301.44827586207
2017-10-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2377.16666666667
2017-10-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",1800.5
2017-10-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3725.04285714286
2017-10-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3581.75
2017-10-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",4235.5
2017-10-01T00:00:00Z,"Sant Martí",10,Districte,"Horitzontal",3482.20134228188
2017-10-01T00:00:00Z,"Horta",43,Barri,"Horitzontal",2386.72727272727
2017-10-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",1440.2
2017-10-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3404.33333333333
2017-10-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3671.31428571429
2017-10-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",3372.42857142857
2017-10-01T00:00:00Z,"Canyelles",49,Barri,"Horitzontal",2013.33333333333
2017-10-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",5283.11111111111
2017-10-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",3671.34567901235
2017-10-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2124.5
2017-10-01T00:00:00Z,"Sants",18,Barri,"Vertical",3950.4
2017-10-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4413.57894736842
2017-10-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",2032.33333333333
2017-10-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2061.54545454545
2017-10-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",2924.0
2017-10-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",1999.61764705882
2017-10-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",2939.9203539823
2017-10-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",4325.91666666667
2017-10-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3812.36363636364
2017-10-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4354.875
2017-10-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",4265.25
2017-10-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3232.28
2017-10-01T00:00:00Z,"la Bordeta",16,Barri,"Horitzontal",2745.0
2017-10-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2410.0
2017-10-01T00:00:00Z,"Gràcia",6,Districte,"Vertical",4947.42857142857
2017-10-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",2772.18181818182
2017-10-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",4361.8904109589
2017-10-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Horitzontal",4084.73529411765
2017-10-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",3365.82352941177
2017-10-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2616.41304347826
2017-10-01T00:00:00Z,"el Clot",65,Barri,"Horitzontal",2216.17647058824
2017-10-01T00:00:00Z,"Hostafrancs",15,Barri,"Horitzontal",2535.28571428571
2017-10-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",1301.16666666667
2017-11-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",1253.375
2017-11-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",4493.47368421053
2017-11-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Horitzontal",1558.4
2017-11-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Horitzontal",3125.57142857143
2017-11-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2612.16666666667
2017-11-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",4484.12
2017-11-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",3608.55
2017-11-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",1995.90625
2017-11-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",2808.66666666667
2017-11-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",4079.59090909091
2017-11-01T00:00:00Z,"Nou Barris",8,Districte,"Vertical",1328.6
2017-11-01T00:00:00Z,"la Salut",30,Barri,"Horitzontal",3970.0
2017-11-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",3489.125
2017-11-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4148.17647058824
2017-11-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",3919.19047619048
2017-11-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",1925.85714285714
2017-11-01T00:00:00Z,"Pedralbes",21,Barri,"Horitzontal",5581.42857142857
2017-11-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3765.90909090909
2017-11-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1270.28571428571
2017-11-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Horitzontal",3979.26086956522
2017-11-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",1881.53333333333
2017-11-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",3689.65517241379
2017-11-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",2653.58823529412
2017-11-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2749.78260869565
2017-11-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2535.15238095238
2017-11-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4357.92307692308
2017-11-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",5332.45454545455
2017-11-01T00:00:00Z,"Eixample",2,Districte,"Vertical",5262.83333333333
2017-11-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3832.77142857143
2017-11-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3105.18
2017-11-01T00:00:00Z,"Gràcia",6,Districte,"Vertical",6470.61538461539
2017-11-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",5337.25925925926
2017-11-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",3670.27777777778
2017-11-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",2870.89430894309
2017-11-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",1950.4
2017-11-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",3795.33333333333
2017-11-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",3779.0
2017-11-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",2766.26666666667
2017-11-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",2701.0625
2017-11-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",4056.36363636364
2017-11-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",1994.55555555556
2017-11-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2487.94117647059
2017-11-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Horitzontal",3669.5
2017-11-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",3791.7
2017-11-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",1663.14285714286
2017-11-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3676.36923076923
2017-11-01T00:00:00Z,"Sant Andreu",60,Barri,"Vertical",1758.4
2017-11-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Vertical",3160.81818181818
2017-11-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",4150.38993710692
2017-11-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",4783.26923076923
2017-11-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Horitzontal",5591.78571428572
2017-12-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",1981.22222222222
2017-12-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2519.41441441441
2017-12-01T00:00:00Z,"Sant Andreu",60,Barri,"Vertical",1717.14285714286
2017-12-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Horitzontal",3570.69565217391
2017-12-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",4105.66666666667
2017-12-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Vertical",3682.5
2017-12-01T00:00:00Z,"Horta",43,Barri,"Horitzontal",2486.1875
2017-12-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",2813.57851239669
2017-12-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Horitzontal",3736.9375
2017-12-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3671.58333333333
2017-12-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",3720.66666666667
2017-12-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",1398.71428571429
2017-12-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3115.28571428571
2017-12-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",2633.0
2017-12-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",2462.7619047619
2017-12-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4618.42857142857
2017-12-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",1866.68421052632
2017-12-01T00:00:00Z,"Sant Martí",10,Districte,"Horitzontal",2936.08743169399
2017-12-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2537.2
2017-12-01T00:00:00Z,"Verdun",51,Barri,"Horitzontal",2235.55555555556
2017-12-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",3797.75428571429
2017-12-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",4322.27586206897
2017-12-01T00:00:00Z,"el Coll",29,Barri,"Horitzontal",1157.0
2017-12-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",3958.125
2017-12-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2777.02941176471
2017-12-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3120.34699714013
2017-12-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",3238.5
2017-12-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",2035.35
2017-12-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",4272.5
2017-12-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",2539.69230769231
2017-12-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2177.3
2017-12-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1040.66666666667
2017-12-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",4285.8
2017-12-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3148.0
2017-12-01T00:00:00Z,"Eixample",2,Districte,"Vertical",5941.0
2017-12-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2627.85714285714
2017-12-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2049.48453608247
2017-12-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3304.10344827586
2017-12-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",2359.0
2017-12-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",3772.86885245902
2017-12-01T00:00:00Z,"la Bordeta",16,Barri,"Horitzontal",2789.57894736842
2017-12-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",2957.33333333333
2017-12-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4847.2
2017-12-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Horitzontal",2640.2
2017-12-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",3842.4693877551
2017-12-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",4113.75
2017-12-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",1942.57142857143
2017-12-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",3628.45283018868
2017-12-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",3855.5
2017-12-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3134.72916666667
2017-12-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2236.125
2017-12-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Horitzontal",4768.2
2017-12-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",3000.81818181818
2017-12-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",4086.03448275862
2018-01-01T00:00:00Z,"la Salut",30,Barri,"Horitzontal",3366.55670103093
2018-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2626.14179796108
2018-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2336.60975609756
2018-01-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",3881.44863013699
2018-01-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",4490.83333333333
2018-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4724.87234042553
2018-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Vertical",4452.26666666667
2018-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",3429.58823529412
2018-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Vertical",2815.6
2018-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2432.98876404494
2018-01-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",1889.22289156627
2018-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Horitzontal",2577.81818181818
2018-01-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",4944.78095238095
2018-01-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Horitzontal",3377.91875
2018-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2668.89189189189
2018-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2325.3125
2018-01-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2261.54545454545
2018-01-01T00:00:00Z,"Gràcia",6,Districte,"Vertical",4143.97
2018-01-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",3951.26225490196
2018-01-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3227.47272727273
2018-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3658.03695150116
2018-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Vertical",3692.44444444444
2018-01-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",2897.42857142857
2018-01-01T00:00:00Z,"Montbau",40,Barri,"Horitzontal",2357.29230769231
2018-01-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2854.63333333333
2018-01-01T00:00:00Z,"Sant Martí",10,Districte,"Vertical",3028.21518987342
2018-01-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",2150.7
2018-01-01T00:00:00Z,"Gràcia",6,Districte,"Vertical",2922.16666666667
2018-01-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1416.27272727273
2018-01-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",4204.23652173913
2018-01-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2388.1718061674
2018-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Vertical",4189.41176470588
2018-01-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Horitzontal",2797.42857142857
2018-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4805.13350125945
2018-01-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3562.66666666667
2018-01-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",1752.33333333333
2018-01-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",3731.8717948718
2018-01-01T00:00:00Z,"les Roquetes",50,Barri,"Vertical",955.833333333333
2018-01-01T00:00:00Z,"Vallvidrera, el Tibidabo i les Planes",22,Barri,"Vertical",3188.37837837838
2018-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",4232.06060606061
2018-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Vertical",3735.55555555556
2018-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2505.88888888889
2018-01-01T00:00:00Z,"Eixample",2,Districte,"Vertical",4654.98
2018-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3830.72727272727
2018-01-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Horitzontal",1214.0
2018-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",3833.11889400922
2018-01-01T00:00:00Z,"la Marina de Port",13,Barri,"Vertical",1011.6
2018-01-01T00:00:00Z,"Nou Barris",8,Districte,"Vertical",2257.55102040816
2018-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2690.08864696734
2018-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2004.26291079812
2018-01-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",1786.46153846154
2018-01-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3787.06666666667
2018-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",4266.32911392405
2018-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",3693.38461538462
2018-01-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3501.61757105943
2018-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4775.95238095238
2018-01-01T00:00:00Z,"el Poblenou",68,Barri,"Vertical",3281.4
2018-01-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",5240.45390070922
2018-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Vertical",5859.73333333333
2018-01-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3823.51957671958
2018-01-01T00:00:00Z,"el Carmel",37,Barri,"Vertical",2911.89473684211
2018-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2531.66666666667
2018-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Vertical",5162.0
2018-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2170.09090909091
2018-01-01T00:00:00Z,"Horta",43,Barri,"Vertical",3286.44827586207
2018-01-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Horitzontal",2714.33333333333
2018-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",4999.27777777778
2018-01-01T00:00:00Z,"Verdun",51,Barri,"Horitzontal",2220.53097345133
2018-01-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",1673.18072289157
2018-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",3454.3
2018-01-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",1984.68604651163
2018-01-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",3768.42123287671
2018-01-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",2660.0
2018-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Horitzontal",3256.34640522876
2018-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2822.27272727273
2018-01-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3580.61290322581
2018-01-01T00:00:00Z,"Vallbona",56,Barri,"Horitzontal",1119.0
2018-01-01T00:00:00Z,"Verdun",51,Barri,"Horitzontal",2149.0
2018-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4328.6
2018-01-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",2125.4016064257
2018-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3782.28787878788
2018-01-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",2908.55882352941
2018-01-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",5849.23076923077
2018-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",4124.61333333333
2018-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2142.76865671642
2018-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Vertical",5085.6
2018-01-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Vertical",3379.76923076923
2018-01-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Vertical",4525.0
