Dim-00:TEMPS,Dim-01:TERRITORI,Dim-01:TERRITORI (order),Dim-01:TERRITORI (type),Dim-02:TIPUS DE PROPIETAT,VALUE
2023-03-01T00:00:00Z,"Gràcia",6,Districte,"Vertical",4494.0
2023-03-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3150.59259259259
2023-03-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2696.18181818182
2023-03-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",4815.1847826087
2023-03-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2836.22330097087
2023-03-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3474.86666666667
2023-03-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",5157.28571428572
2023-03-01T00:00:00Z,"Sant Martí",10,Districte,"Horitzontal",3531.46327683616
2023-03-01T00:00:00Z,"Sarrià",23,Barri,"Vertical",6035.2
2023-03-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3919.94444444444
2023-03-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Horitzontal",4626.78260869565
2023-03-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",4120.58823529412
2023-03-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",2221.8
2023-03-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2967.25
2023-03-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2385.27710843374
2023-03-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",2361.4
2023-03-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2969.79285714286
2023-03-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4760.31707317073
2023-03-01T00:00:00Z,"Canyelles",49,Barri,"Horitzontal",2197.6
2023-03-01T00:00:00Z,"Eixample",2,Districte,"Vertical",2278.4
2023-03-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3321.33333333333
2023-03-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",3810.94444444444
2023-03-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",3546.6875
2023-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",3784.13636363636
2023-03-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4246.75
2023-03-01T00:00:00Z,"Sants",18,Barri,"Vertical",1390.85714285714
2023-03-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",2233.875
2023-03-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Horitzontal",4591.75
2023-03-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2696.75
2023-03-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",4277.46031746032
2023-03-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Horitzontal",2766.85714285714
2023-03-01T00:00:00Z,"la Sagrera",61,Barri,"Horitzontal",3290.36842105263
2023-03-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",2328.88235294118
2023-03-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",2744.0
2023-03-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",5215.21739130435
2023-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3582.7717872969
2023-03-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",3194.38461538462
2023-03-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",1967.83333333333
2023-03-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",2033.85714285714
2023-03-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2243.2
2023-04-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",3146.5
2023-04-01T00:00:00Z,"la Bordeta",16,Barri,"Horitzontal",3545.5
2023-04-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",4568.24444444445
2023-04-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",4409.92647058824
2023-04-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2510.0
2023-04-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",3234.85714285714
2023-04-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",2788.875
2023-04-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",3117.10526315789
2023-04-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",4887.50617283951
2023-04-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2298.51327433628
2023-04-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2583.06666666667
2023-04-01T00:00:00Z,"Hostafrancs",15,Barri,"Horitzontal",2792.28571428571
2023-04-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3512.8
2023-04-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",4279.33333333333
2023-04-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",4996.26829268293
2023-04-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",2318.08
2023-04-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",1957.0
2023-04-01T00:00:00Z,"Sant Martí",10,Districte,"Vertical",2644.83333333333
2023-04-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",4297.15151515151
2023-04-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2468.625
2023-04-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",4312.5
2023-04-01T00:00:00Z,"Hostafrancs",15,Barri,"Vertical",1884.2
2023-04-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3658.625
2023-04-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2396.0
2023-04-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Horitzontal",3255.25
2023-04-01T00:00:00Z,"el Coll",29,Barri,"Horitzontal",2415.88888888889
2023-04-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3558.38461538462
2023-04-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",3181.0
2023-04-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",4308.88888888889
2023-04-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",5507.85714285714
2023-04-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",3533.0
2023-04-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",3105.96774193548
2023-04-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",2370.33333333333
2023-04-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",1893.76470588235
2023-04-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2109.77419354839
2023-04-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",3815.93457943925
2023-04-01T00:00:00Z,"la Barceloneta",3,Barri,"Vertical",4010.14285714286
2023-04-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",5180.10344827586
2023-04-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",4649.02941176471
2023-04-01T00:00:00Z,"el Clot",65,Barri,"Horitzontal",3562.0
2023-04-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3265.10655737705
2023-04-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2266.44444444444
2023-04-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Horitzontal",4037.37037037037
2023-04-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3813.89887640449
2023-04-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",5280.4375
2023-04-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",1771.375
2023-04-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Horitzontal",2029.2
2023-04-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",2094.1
2023-04-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",4852.58823529412
2023-04-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",2816.0
2023-04-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Vertical",3105.2
2023-05-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3390.84210526316
2023-05-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2976.64705882353
2023-05-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",2885.35714285714
2023-05-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",2373.15384615385
2023-05-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2708.15789473684
2023-05-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2084.38095238095
2023-05-01T00:00:00Z,"Pedralbes",21,Barri,"Horitzontal",4780.0
2023-05-01T00:00:00Z,"Gràcia",6,Districte,"Horitzontal",3690.27906976744
2023-05-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",1692.28571428571
2023-05-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2144.28057553957
2023-05-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",2256.70833333333
2023-05-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2800.08088235294
2023-05-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",4877.76086956522
2023-05-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",3839.95833333333
2023-05-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Horitzontal",5134.25
2023-05-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2615.72222222222
2023-05-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Vertical",807.875
2023-05-01T00:00:00Z,"la Salut",30,Barri,"Horitzontal",3348.375
2023-05-01T00:00:00Z,"les Tres Torres",24,Barri,"Horitzontal",5515.55555555556
2023-05-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3291.30769230769
2023-05-01T00:00:00Z,"Ciutat Vella",1,Districte,"Vertical",1016.22222222222
2023-05-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",2538.9
2023-05-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1520.625
2023-05-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4948.0
2023-05-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",3872.45
2023-05-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2347.78947368421
2023-05-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Vertical",321.0
2023-05-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3507.37062937063
2023-05-01T00:00:00Z,"Sant Martí",10,Districte,"Vertical",1589.6
2023-05-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3772.72222222222
2023-05-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",2262.41666666667
2023-05-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",1612.13333333333
2023-05-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",1670.33333333333
2023-05-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Horitzontal",3650.1
2023-05-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",4466.67441860465
2023-05-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2323.07407407407
2023-05-01T00:00:00Z,"Eixample",2,Districte,"Vertical",321.0
2023-05-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",4697.25
2023-05-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3564.11174089069
2023-05-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",3715.59090909091
2023-05-01T00:00:00Z,"Canyelles",49,Barri,"Horitzontal",2255.57142857143
2023-05-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3997.51612903226
2023-05-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3868.66666666667
2023-05-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",4185.37037037037
2023-05-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3903.0
2023-05-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",3817.5
2023-05-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",2053.77777777778
2023-05-01T00:00:00Z,"la Sagrera",61,Barri,"Horitzontal",2962.16666666667
2023-05-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3113.30612244898
2023-05-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2633.81818181818
2023-06-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3316.75806451613
2023-06-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2806.09090909091
2023-06-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2791.65868263473
2023-06-01T00:00:00Z,"Eixample",2,Districte,"Vertical",2088.5
2023-06-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Vertical",2090.0
2023-06-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2757.75177304965
2023-06-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",3359.5
2023-06-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",3900.33333333333
2023-06-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",3129.23076923077
2023-06-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Vertical",2666.4
2023-06-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",1380.0
2023-06-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",1712.0
2023-06-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",2240.0
2023-06-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",4661.14166666667
2023-06-01T00:00:00Z,"la Sagrera",61,Barri,"Horitzontal",3238.83333333333
2023-06-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",3037.70588235294
2023-06-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",5731.3
2023-06-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3989.2
2023-06-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",4278.47619047619
2023-06-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4950.47368421053
2023-06-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",2129.5652173913
2023-06-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",4489.52941176471
2023-06-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3126.25
2023-06-01T00:00:00Z,"Sant Andreu",60,Barri,"Vertical",1911.66666666667
2023-06-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",3942.33333333333
2023-06-01T00:00:00Z,"la Prosperitat",52,Barri,"Horitzontal",2773.26086956522
2023-06-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",3277.37837837838
2023-06-01T00:00:00Z,"Sant Martí",10,Districte,"Vertical",3145.2
2023-06-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",2697.35483870968
2023-06-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4247.13043478261
2023-06-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4778.84615384615
2023-06-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",3460.48387096774
2023-06-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",4824.3
2023-06-01T00:00:00Z,"el Poblenou",68,Barri,"Horitzontal",4358.92592592593
2023-06-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",2256.0
2023-06-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",3794.72222222222
2023-06-01T00:00:00Z,"Pedralbes",21,Barri,"Horitzontal",4899.26666666667
2023-06-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",2186.90476190476
2023-06-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",5376.6170212766
2023-06-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Vertical",1303.0
2023-06-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",4146.8
2023-06-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",1899.0
2023-06-01T00:00:00Z,"el Coll",29,Barri,"Horitzontal",3447.71428571429
2023-06-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3828.27027027027
2023-06-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2837.90322580645
2023-06-01T00:00:00Z,"Sant Andreu",9,Districte,"Vertical",1911.66666666667
2023-06-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3462.79166666667
2023-06-01T00:00:00Z,"Sant Martí",10,Districte,"Horitzontal",3438.10638297872
2023-06-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3333.41791044776
2023-06-01T00:00:00Z,"Nou Barris",8,Districte,"Vertical",1743.88888888889
2023-06-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",1928.875
2023-06-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2315.17073170732
2023-06-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2432.72727272727
2023-06-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",4420.28571428572
2023-07-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",2960.45945945946
2023-07-01T00:00:00Z,"les Corts",19,Barri,"Horitzontal",4523.5
2023-07-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",3568.28205128205
2023-07-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",3044.38461538462
2023-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3768.88903833221
2023-07-01T00:00:00Z,"la Bordeta",16,Barri,"Horitzontal",2824.2
2023-07-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2871.0
2023-07-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Horitzontal",2563.29166666667
2023-07-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",4291.36842105263
2023-07-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Horitzontal",4976.70588235294
2023-07-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",5559.71428571429
2023-07-01T00:00:00Z,"la Sagrada Família",6,Barri,"Horitzontal",4062.38775510204
2023-07-01T00:00:00Z,"el Raval",1,Barri,"Vertical",3497.2
2023-07-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",4419.125
2023-07-01T00:00:00Z,"Ciutat Vella",1,Districte,"Horitzontal",4115.25531914894
2023-07-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",2872.11764705882
2023-07-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Horitzontal",4479.16
2023-07-01T00:00:00Z,"Canyelles",49,Barri,"Horitzontal",2317.71428571429
2023-07-01T00:00:00Z,"Sant Andreu",9,Districte,"Vertical",3840.83333333333
2023-07-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Horitzontal",2982.14285714286
2023-07-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Horitzontal",4757.66666666667
2023-07-01T00:00:00Z,"el Bon Pastor",59,Barri,"Horitzontal",2090.0
2023-07-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2705.47682119205
2023-07-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",4114.4375
2023-07-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Vertical",1356.08333333333
2023-07-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",4876.40425531915
2023-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Vertical",2969.90769230769
2023-07-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",1703.67567567568
2023-07-01T00:00:00Z,"Nou Barris",8,Districte,"Horitzontal",2454.9219858156
2023-07-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3933.57575757576
2023-07-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Horitzontal",5307.5
2023-07-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Horitzontal",2693.24
2023-07-01T00:00:00Z,"Verdun",51,Barri,"Horitzontal",2111.30769230769
2023-07-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Vertical",4282.375
2023-07-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2544.18181818182
2023-07-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",3379.36363636364
2023-07-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Horitzontal",2155.5
2023-07-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Vertical",3066.83333333333
2023-07-01T00:00:00Z,"Hostafrancs",15,Barri,"Vertical",3066.83333333333
2023-07-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4321.15789473684
2023-07-01T00:00:00Z,"Can Baró",34,Barri,"Horitzontal",3066.4
2023-07-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",2687.93333333333
2023-07-01T00:00:00Z,"Horta",43,Barri,"Horitzontal",2966.68181818182
2023-07-01T00:00:00Z,"Pedralbes",21,Barri,"Horitzontal",5094.3
2023-07-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Horitzontal",3497.89473684211
2023-07-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",2750.33333333333
2023-07-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3963.015625
2023-07-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",6251.51020408163
2023-07-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Horitzontal",2808.4
2023-07-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Horitzontal",3649.71428571429
2023-07-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",3094.78260869565
2023-07-01T00:00:00Z,"Hostafrancs",15,Barri,"Horitzontal",3604.9
2023-07-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Horitzontal",3465.71428571429
2023-07-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",5229.98198198198
2023-07-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3367.93710691824
2023-07-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2764.4
2023-07-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",5106.36
2023-08-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Horitzontal",4040.16666666667
2023-08-01T00:00:00Z,"el Guinardó",35,Barri,"Horitzontal",3159.1
2023-08-01T00:00:00Z,"Sant Andreu",60,Barri,"Horitzontal",3210.61111111111
2023-08-01T00:00:00Z,"Barcelona",-1,Municipi,"Horitzontal",3485.00326797386
2023-08-01T00:00:00Z,"la Marina de Port",13,Barri,"Horitzontal",2614.33333333333
2023-08-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Horitzontal",5214.35294117647
2023-08-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3270.49275362319
2023-08-01T00:00:00Z,"Les Corts",4,Districte,"Horitzontal",3652.21428571429
2023-08-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Horitzontal",5158.03703703704
2023-08-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Horitzontal",2092.42857142857
2023-08-01T00:00:00Z,"Navas",63,Barri,"Horitzontal",2610.88888888889
2023-08-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Horitzontal",1790.55555555556
2023-08-01T00:00:00Z,"la Barceloneta",3,Barri,"Horitzontal",4382.0
2023-08-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Horitzontal",2748.0
2023-08-01T00:00:00Z,"el Clot",65,Barri,"Horitzontal",2898.83333333333
2023-08-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3018.45454545455
2023-08-01T00:00:00Z,"el Carmel",37,Barri,"Horitzontal",2682.18181818182
2023-08-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",4933.5
2023-08-01T00:00:00Z,"Sants - Badal",17,Barri,"Horitzontal",3420.77777777778
2023-08-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Horitzontal",2960.0
2023-08-01T00:00:00Z,"Porta",45,Barri,"Horitzontal",2774.4
2023-08-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Horitzontal",2966.875
2023-08-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Horitzontal",4532.2
2023-08-01T00:00:00Z,"Sants",18,Barri,"Horitzontal",3438.35714285714
2023-08-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Horitzontal",5347.5
2023-08-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Horitzontal",1815.28571428571
2023-08-01T00:00:00Z,"la Guineueta",48,Barri,"Horitzontal",2013.25
2023-08-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Horitzontal",5012.28
2023-08-01T00:00:00Z,"la Sagrera",61,Barri,"Horitzontal",3679.8
2023-08-01T00:00:00Z,"la Salut",30,Barri,"Horitzontal",3395.33333333333
2023-08-01T00:00:00Z,"Eixample",2,Districte,"Horitzontal",4539.0380952381
2023-08-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Horitzontal",3839.08333333333
2023-08-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Horitzontal",4391.09523809524
2023-08-01T00:00:00Z,"Sarrià",23,Barri,"Horitzontal",7884.6
2023-08-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Horitzontal",3364.71428571429
2023-08-01T00:00:00Z,"el Fort Pienc",5,Barri,"Horitzontal",4112.63636363636
2023-08-01T00:00:00Z,"Sant Andreu",9,Districte,"Horitzontal",2784.04918032787
2023-08-01T00:00:00Z,"Sant Antoni",10,Barri,"Horitzontal",4087.25
2023-08-01T00:00:00Z,"les Roquetes",50,Barri,"Horitzontal",2176.83333333333
2023-08-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Horitzontal",4188.625
2023-08-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Horitzontal",3513.28571428571
2023-08-01T00:00:00Z,"la Teixonera",38,Barri,"Horitzontal",2636.85714285714
2023-09-01T00:00:00Z,"el Raval",1,Barri,"Horitzontal",3210.28
2023-09-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Horitzontal",3117.20388349515
2023-09-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Horitzontal",4487.92
2023-09-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Horitzontal",3681.45454545455
