Dim-00:TEMPS,Dim-01:TERRITORI,Dim-01:TERRITORI (order),Dim-01:TERRITORI (type),Dim-02:TIPOLOGIA D’ÚS,VALUE
2012-01-01T00:00:00Z,"el Carmel",37,Barri,"Aparcament",4453.0
2012-01-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Comercial",938.0
2012-01-01T00:00:00Z,"la Marina de Port",13,Barri,"Residencial",7468.0
2012-01-01T00:00:00Z,"Hostafrancs",15,Barri,"No consta",46.0
2012-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Oficina",2404.0
2012-01-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Aparcament",3416.0
2012-01-01T00:00:00Z,"Sant Andreu",60,Barri,"Residencial",10895.0
2012-01-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Turístic",165.0
2012-01-01T00:00:00Z,"Navas",63,Barri,"Residencial",5177.0
2012-01-01T00:00:00Z,"Sants",18,Barri,"Residencial",10490.0
2012-01-01T00:00:00Z,"Les Corts",4,Districte,"Residencial",845.0
2012-01-01T00:00:00Z,"Sant Martí",10,Districte,"Industrial",7001.0
2012-01-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",32186.0
2012-01-01T00:00:00Z,"Can Peguera",47,Barri,"Residencial",57.0
2012-01-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Turístic",8588.0
2012-01-01T00:00:00Z,"Sant Andreu",9,Districte,"No consta",21.0
2012-01-01T00:00:00Z,"Barcelona",-1,Municipi,"No consta",70096.0
2012-01-01T00:00:00Z,"Sant Martí",10,Districte,"Equipaments",0.0
2012-01-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Comercial",314.0
2012-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Aparcament",20.0
2012-01-01T00:00:00Z,"Sant Martí",10,Districte,"Solars",8398.0
2012-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Residencial",371.0
2012-01-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"No consta",2032.0
2012-01-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",7853.0
2012-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Aparcament",121.0
2012-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"No consta",52.0
2012-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Aparcament",2023.0
2012-01-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Aparcament",239.0
2012-01-01T00:00:00Z,"les Tres Torres",24,Barri,"Comercial",400.0
2012-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",3271.0
2012-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Aparcament",2755.0
2012-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Equipaments",1993.0
2012-01-01T00:00:00Z,"la Sagrera",61,Barri,"No consta",2692.0
2012-01-01T00:00:00Z,"el Guinardó",35,Barri,"Comercial",477.0
2012-01-01T00:00:00Z,"el Bon Pastor",59,Barri,"Industrial",5925.0
2012-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Oficina",3050.0
2012-01-01T00:00:00Z,"Eixample",2,Districte,"Turístic",1165.0
2012-01-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Residencial",428.0
2012-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Comercial",1342.0
2012-01-01T00:00:00Z,"la Teixonera",38,Barri,"Aparcament",240.0
2012-01-01T00:00:00Z,"Eixample",2,Districte,"Aparcament",2920.0
2012-01-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Comercial",72.0
2012-01-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Aparcament",10985.0
2012-01-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",820.0
2012-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Residencial",35547.0
2012-01-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Equipaments",12.0
2012-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Aparcament",1671.0
2012-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",923.0
2012-01-01T00:00:00Z,"el Poblenou",68,Barri,"Oficina",1205.0
2012-01-01T00:00:00Z,"el Raval",1,Barri,"Comercial",1428.0
2012-01-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"No consta",1835.0
2012-01-01T00:00:00Z,"Barcelona",-1,Municipi,"Comercial",2351.0
2012-01-01T00:00:00Z,"el Bon Pastor",59,Barri,"Aparcament",212.0
2012-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Turístic",129.0
2012-01-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Turístic",249.0
2012-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Comercial",2002.0
2012-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Comercial",249.0
2012-01-01T00:00:00Z,"Sant Andreu",60,Barri,"No consta",6493.0
2012-01-01T00:00:00Z,"Sant Andreu",9,Districte,"No consta",9447.0
2012-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Comercial",824.0
2012-01-01T00:00:00Z,"les Corts",19,Barri,"Oficina",676.0
2012-01-01T00:00:00Z,"la Barceloneta",3,Barri,"Residencial",4302.0
2012-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Comercial",82.0
2012-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Comercial",1297.0
2012-01-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",603.0
2012-01-01T00:00:00Z,"Horta",43,Barri,"Aparcament",807.0
2012-01-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Aparcament",542.0
2012-01-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Aparcament",35.0
2012-01-01T00:00:00Z,"Nou Barris",8,Districte,"Oficina",335.0
2012-01-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Turístic",130.0
2012-01-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Equipaments",76.0
2012-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Turístic",106.0
2012-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Comercial",95.0
2012-01-01T00:00:00Z,"Torre Baró",54,Barri,"Residencial",817.0
2012-01-01T00:00:00Z,"les Corts",19,Barri,"Aparcament",4915.0
2012-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Turístic",247.0
2012-01-01T00:00:00Z,"Sant Martí",10,Districte,"Comercial",6473.0
2012-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Oficina",5015.0
2012-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Aparcament",2424.0
2012-01-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Aparcament",433.0
2012-01-01T00:00:00Z,"Gràcia",6,Districte,"Comercial",2549.0
2012-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Oficina",35.0
2012-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",277.0
2012-01-01T00:00:00Z,"les Corts",19,Barri,"Residencial",156.0
2012-01-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Industrial",19.0
2012-01-01T00:00:00Z,"Nou Barris",8,Districte,"Turístic",605.0
2012-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Aparcament",151.0
2012-01-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",2562.0
2012-01-01T00:00:00Z,"les Roquetes",50,Barri,"Aparcament",387.0
2012-01-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"No consta",2055.0
2012-01-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",2405.0
2012-01-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",2883.0
2012-01-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Residencial",1907.0
2012-01-01T00:00:00Z,"la Sagrera",61,Barri,"Equipaments",178.0
2012-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Comercial",147.0
2012-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Equipaments",0.0
2012-01-01T00:00:00Z,"Eixample",2,Districte,"Oficina",40921.0
2012-01-01T00:00:00Z,"Sarrià",23,Barri,"Comercial",558.0
2012-02-01T00:00:00Z,"el Bon Pastor",59,Barri,"Aparcament",50.0
2012-02-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Residencial",389.0
2012-02-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Residencial",449.0
2012-02-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Oficina",152.0
2012-02-01T00:00:00Z,"Horta",43,Barri,"Residencial",62.0
2012-02-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Residencial",332.0
2012-02-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Residencial",58.0
2012-02-01T00:00:00Z,"Horta",43,Barri,"Comercial",32.0
2012-02-01T00:00:00Z,"la Guineueta",48,Barri,"Residencial",83.0
2012-02-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Residencial",1089.0
2012-02-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",201.0
2012-02-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Residencial",514.0
2012-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Industrial",177.0
2012-02-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",1489.0
2012-02-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Residencial",122.0
2012-02-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Comercial",227.0
2012-02-01T00:00:00Z,"Eixample",2,Districte,"Turístic",2344.0
2012-02-01T00:00:00Z,"el Poblenou",68,Barri,"Residencial",704.0
2012-02-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",130.0
2012-02-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Residencial",6672.0
2012-02-01T00:00:00Z,"el Guinardó",35,Barri,"No consta",0.0
2012-02-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Aparcament",600.0
2012-02-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Turístic",460.0
2012-02-01T00:00:00Z,"Eixample",2,Districte,"Oficina",441.0
2012-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",0.0
2012-02-01T00:00:00Z,"Torre Baró",54,Barri,"No consta",1314.0
2012-02-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Aparcament",35.0
2012-02-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Oficina",81.0
2012-03-01T00:00:00Z,"el Poblenou",68,Barri,"Turístic",60.0
2012-03-01T00:00:00Z,"el Poblenou",68,Barri,"Oficina",1048.0
2012-03-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Aparcament",145.0
2012-03-01T00:00:00Z,"la Marina de Port",13,Barri,"Comercial",60.0
2012-03-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",1338.0
2012-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",31663.0
2012-03-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Aparcament",92.0
2012-03-01T00:00:00Z,"les Tres Torres",24,Barri,"Residencial",876.0
2012-03-01T00:00:00Z,"el Coll",29,Barri,"Residencial",155.0
2012-03-01T00:00:00Z,"Les Corts",4,Districte,"Oficina",72.0
2012-03-01T00:00:00Z,"Les Corts",4,Districte,"Aparcament",49.0
2012-03-01T00:00:00Z,"les Tres Torres",24,Barri,"Turístic",150.0
2012-03-01T00:00:00Z,"el Clot",65,Barri,"Residencial",220.0
2012-03-01T00:00:00Z,"el Clot",65,Barri,"Aparcament",42.0
2012-03-01T00:00:00Z,"les Roquetes",50,Barri,"Residencial",90.0
2012-03-01T00:00:00Z,"Sants - Badal",17,Barri,"Residencial",106.0
2012-03-01T00:00:00Z,"les Corts",19,Barri,"Residencial",374.0
2012-03-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"No consta",96.0
2012-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",27679.0
2012-03-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Residencial",720.0
2012-03-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Turístic",68.0
2012-03-01T00:00:00Z,"Porta",45,Barri,"Residencial",306.0
2012-03-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Aparcament",29.0
2012-03-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Aparcament",143.0
2012-03-01T00:00:00Z,"Sarrià",23,Barri,"Residencial",479.0
2012-03-01T00:00:00Z,"Sants",18,Barri,"Equipaments",160.0
2012-03-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Turístic",150.0
2012-03-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Oficina",802.0
2012-03-01T00:00:00Z,"Torre Baró",54,Barri,"Residencial",78.0
2012-03-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"No consta",65.0
2012-03-01T00:00:00Z,"Eixample",2,Districte,"Residencial",4595.0
2012-03-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"No consta",851.0
2012-03-01T00:00:00Z,"Sant Martí",10,Districte,"Turístic",105.0
2012-03-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",2613.0
2012-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",160.0
2012-04-01T00:00:00Z,"el Clot",65,Barri,"Residencial",112.0
2012-04-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",7168.0
2012-04-01T00:00:00Z,"Pedralbes",21,Barri,"Aparcament",138.0
2012-04-01T00:00:00Z,"les Corts",19,Barri,"Turístic",129.0
2012-04-01T00:00:00Z,"Sant Andreu",9,Districte,"Residencial",1385.0
2012-04-01T00:00:00Z,"Ciutat Vella",1,Districte,"Turístic",6424.0
2012-04-01T00:00:00Z,"la Barceloneta",3,Barri,"Residencial",312.0
2012-04-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",119.0
2012-04-01T00:00:00Z,"Gràcia",6,Districte,"No consta",309.0
2012-04-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",657.0
2012-04-01T00:00:00Z,"Eixample",2,Districte,"Aparcament",7541.0
2012-04-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Residencial",166.0
2012-04-01T00:00:00Z,"Gràcia",6,Districte,"Residencial",704.0
2012-04-01T00:00:00Z,"la Sagrada Família",6,Barri,"Residencial",764.0
2012-04-01T00:00:00Z,"el Poblenou",68,Barri,"Residencial",654.0
2012-04-01T00:00:00Z,"Porta",45,Barri,"Residencial",328.0
2012-04-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Aparcament",64.0
2012-04-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Turístic",242.0
2012-04-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Residencial",1528.0
2012-04-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Aparcament",3.0
2012-04-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Comercial",579.0
2012-04-01T00:00:00Z,"les Roquetes",50,Barri,"Residencial",89.0
2012-04-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Industrial",19.0
2012-04-01T00:00:00Z,"Les Corts",4,Districte,"Industrial",0.0
2012-04-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",86.0
2012-04-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",19721.0
2012-04-01T00:00:00Z,"el Guinardó",35,Barri,"No consta",165.0
2012-04-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Residencial",685.0
2012-04-01T00:00:00Z,"Sant Martí",10,Districte,"Solars",2.0
2012-04-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Aparcament",7061.0
2012-04-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Turístic",295.0
2012-05-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",867.0
2012-05-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",162.0
2012-05-01T00:00:00Z,"Sants - Badal",17,Barri,"Comercial",0.0
2012-05-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Aparcament",121.0
2012-05-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Aparcament",64.0
2012-05-01T00:00:00Z,"Sant Martí",10,Districte,"Comercial",859.0
2012-05-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Residencial",158.0
2012-05-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Aparcament",568.0
2012-05-01T00:00:00Z,"el Carmel",37,Barri,"Aparcament",27.0
2012-05-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Turístic",416.0
2012-05-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",26.0
2012-05-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Comercial",133.0
2012-05-01T00:00:00Z,"Les Corts",4,Districte,"Aparcament",337.0
2012-05-01T00:00:00Z,"les Corts",19,Barri,"Residencial",766.0
2012-05-01T00:00:00Z,"Sants",18,Barri,"Aparcament",823.0
2012-05-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Comercial",72.0
2012-05-01T00:00:00Z,"Hostafrancs",15,Barri,"Residencial",89.0
2012-05-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Residencial",134.0
2012-05-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Residencial",278.0
2012-05-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",25.0
2012-05-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"No consta",476.0
2012-05-01T00:00:00Z,"Porta",45,Barri,"Residencial",218.0
2012-05-01T00:00:00Z,"Horta",43,Barri,"Residencial",342.0
2012-05-01T00:00:00Z,"Eixample",2,Districte,"Comercial",349.0
2012-05-01T00:00:00Z,"Eixample",2,Districte,"Turístic",600.0
2012-05-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",71.0
2012-05-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",300.0
2012-05-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Aparcament",231.0
2012-05-01T00:00:00Z,"la Marina de Port",13,Barri,"Aparcament",61.0
2012-05-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",1848.0
2012-05-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Residencial",921.0
2012-05-01T00:00:00Z,"Navas",63,Barri,"Aparcament",17.0
2012-05-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Residencial",275.0
2012-05-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Turístic",50.0
2012-05-01T00:00:00Z,"Sant Andreu",9,Districte,"Industrial",422.0
2012-05-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"No consta",331.0
2012-05-01T00:00:00Z,"Sant Andreu",60,Barri,"Residencial",556.0
2012-05-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Comercial",288.0
2012-05-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Aparcament",31.0
2012-05-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Residencial",262.0
2012-05-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Aparcament",76.0
2012-05-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Residencial",61.0
2012-05-01T00:00:00Z,"Pedralbes",21,Barri,"Residencial",807.0
2012-05-01T00:00:00Z,"la Sagrada Família",6,Barri,"Residencial",302.0
2012-05-01T00:00:00Z,"Gràcia",6,Districte,"Comercial",567.0
2012-05-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Comercial",162.0
2012-05-01T00:00:00Z,"Navas",63,Barri,"Residencial",339.0
2012-06-01T00:00:00Z,"Sarrià",23,Barri,"Aparcament",215.0
2012-06-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Comercial",160.0
2012-06-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"No consta",765.0
2012-06-01T00:00:00Z,"la Sagrada Família",6,Barri,"Turístic",61.0
2012-06-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"No consta",0.0
2012-06-01T00:00:00Z,"el Clot",65,Barri,"Residencial",124.0
2012-06-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",114.0
2012-06-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Turístic",1981.0
2012-06-01T00:00:00Z,"Nou Barris",8,Districte,"Aparcament",298.0
2012-06-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"No consta",0.0
2012-06-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",304.0
2012-06-01T00:00:00Z,"Gràcia",6,Districte,"Residencial",2795.0
2012-06-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Residencial",749.0
2012-06-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",1437.0
2012-06-01T00:00:00Z,"les Tres Torres",24,Barri,"Aparcament",60.0
2012-06-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Residencial",62.0
2012-06-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",130.0
2012-06-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",57.0
2012-06-01T00:00:00Z,"la Prosperitat",52,Barri,"Comercial",106.0
2012-06-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Residencial",337.0
2012-06-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",91.0
2012-06-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Oficina",1962.0
2012-06-01T00:00:00Z,"Horta",43,Barri,"No consta",88.0
2012-06-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Turístic",111.0
2012-06-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"No consta",67.0
2012-06-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Aparcament",239.0
2012-06-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Aparcament",1770.0
2012-06-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"No consta",132.0
2012-06-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",42743.0
2012-06-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",64.0
2012-06-01T00:00:00Z,"Sants",18,Barri,"Turístic",212.0
2012-06-01T00:00:00Z,"la Marina de Port",13,Barri,"Comercial",1005.0
2012-06-01T00:00:00Z,"Hostafrancs",15,Barri,"No consta",67.0
2012-06-01T00:00:00Z,"el Poblenou",68,Barri,"Residencial",616.0
2012-06-01T00:00:00Z,"el Guinardó",35,Barri,"Residencial",606.0
2012-06-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",189.0
2012-06-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Comercial",544.0
2012-06-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Oficina",1274.0
2012-06-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Oficina",280.0
2012-06-01T00:00:00Z,"el Guinardó",35,Barri,"Turístic",32.0
2012-06-01T00:00:00Z,"Sants - Badal",17,Barri,"Comercial",183.0
2012-06-01T00:00:00Z,"Sant Andreu",60,Barri,"Residencial",860.0
2012-06-01T00:00:00Z,"Gràcia",6,Districte,"Oficina",280.0
2012-06-01T00:00:00Z,"Les Corts",4,Districte,"Comercial",64.0
2012-06-01T00:00:00Z,"Gràcia",6,Districte,"Turístic",616.0
2012-06-01T00:00:00Z,"Eixample",2,Districte,"No consta",2751.0
2012-07-01T00:00:00Z,"Porta",45,Barri,"Aparcament",14.0
2012-07-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Residencial",1148.0
2012-07-01T00:00:00Z,"Sant Antoni",10,Barri,"Comercial",0.0
2012-07-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Residencial",119.0
2012-07-01T00:00:00Z,"Baró de Viver",58,Barri,"Residencial",79.0
2012-07-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",38.0
2012-07-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"No consta",1356.0
2012-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",8136.0
2012-07-01T00:00:00Z,"Sant Martí",10,Districte,"No consta",994.0
2012-07-01T00:00:00Z,"el Poblenou",68,Barri,"No consta",13.0
2012-07-01T00:00:00Z,"les Tres Torres",24,Barri,"Aparcament",13.0
2012-07-01T00:00:00Z,"el Poblenou",68,Barri,"Turístic",192.0
2012-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",47078.0
2012-07-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Turístic",0.0
2012-07-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Aparcament",528.0
2012-07-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Residencial",727.0
2012-07-01T00:00:00Z,"el Guinardó",35,Barri,"Residencial",888.0
2012-07-01T00:00:00Z,"el Fort Pienc",5,Barri,"Residencial",291.0
2012-07-01T00:00:00Z,"les Corts",19,Barri,"No consta",0.0
2012-07-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Aparcament",48.0
2012-07-01T00:00:00Z,"el Barri Gòtic",2,Barri,"No consta",473.0
2012-07-01T00:00:00Z,"Eixample",2,Districte,"Residencial",9743.0
2012-07-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Residencial",3949.0
2012-07-01T00:00:00Z,"Hostafrancs",15,Barri,"Aparcament",81.0
2012-07-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Oficina",423.0
2012-07-01T00:00:00Z,"Sant Martí",10,Districte,"Aparcament",1966.0
2012-07-01T00:00:00Z,"les Corts",19,Barri,"Oficina",0.0
2012-07-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",72.0
2012-07-01T00:00:00Z,"Montbau",40,Barri,"Residencial",273.0
2012-07-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Aparcament",79.0
2012-07-01T00:00:00Z,"la Marina de Port",13,Barri,"Residencial",302.0
2012-07-01T00:00:00Z,"el Bon Pastor",59,Barri,"Comercial",4958.0
2012-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",1212.0
2012-07-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Comercial",84.0
2012-07-01T00:00:00Z,"la Salut",30,Barri,"Residencial",588.0
2012-07-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Residencial",792.0
2012-07-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",2797.0
2012-07-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Comercial",156.0
2012-07-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Aparcament",10.0
2012-07-01T00:00:00Z,"Vallvidrera, el Tibidabo i les Planes",22,Barri,"Residencial",85.0
