Dim-00:TEMPS,Dim-01:TERRITORI,Dim-01:TERRITORI (order),Dim-01:TERRITORI (type),Dim-02:TIPOLOGIA D’ÚS,VALUE
2022-07-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",2593.0
2022-08-01T00:00:00Z,"el Raval",1,Barri,"Aparcament",223.0
2022-08-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Residencial",1273.0
2022-08-01T00:00:00Z,"Montbau",40,Barri,"Residencial",73.0
2022-08-01T00:00:00Z,"la Marina de Port",13,Barri,"Comercial",84.0
2022-08-01T00:00:00Z,"el Poblenou",68,Barri,"Solars",244.0
2022-08-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Comercial",32.0
2022-08-01T00:00:00Z,"Porta",45,Barri,"Residencial",701.0
2022-08-01T00:00:00Z,"Sant Martí",10,Districte,"Solars",354.0
2022-08-01T00:00:00Z,"Sant Martí",10,Districte,"Oficina",30.0
2022-08-01T00:00:00Z,"el Clot",65,Barri,"Comercial",117.0
2022-08-01T00:00:00Z,"Baró de Viver",58,Barri,"Residencial",63.0
2022-08-01T00:00:00Z,"Horta",43,Barri,"Solars",1061.0
2022-08-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Residencial",1875.0
2022-08-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Residencial",666.0
2022-08-01T00:00:00Z,"Sant Andreu",60,Barri,"Comercial",46.0
2022-08-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Residencial",679.0
2022-08-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Solars",2006.0
2022-08-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Residencial",324.0
2022-08-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",52.0
2022-08-01T00:00:00Z,"la Marina de Port",13,Barri,"Aparcament",242.0
2022-08-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Aparcament",24.0
2022-08-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Residencial",378.0
2022-08-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Residencial",1297.0
2022-08-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Aparcament",66.0
2022-08-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",1302.0
2022-08-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",66291.0
2022-08-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Residencial",904.0
2022-08-01T00:00:00Z,"la Bordeta",16,Barri,"Comercial",33.0
2022-08-01T00:00:00Z,"el Clot",65,Barri,"Aparcament",25.0
2022-08-01T00:00:00Z,"el Bon Pastor",59,Barri,"Residencial",511.0
2022-08-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Oficina",172.0
2022-08-01T00:00:00Z,"Can Baró",34,Barri,"Aparcament",405.0
2022-08-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Residencial",155.0
2022-08-01T00:00:00Z,"el Guinardó",35,Barri,"Solars",945.0
2022-08-01T00:00:00Z,"Horta",43,Barri,"Aparcament",62.0
2022-08-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",2841.0
2022-08-01T00:00:00Z,"Sants - Badal",17,Barri,"Solars",68.0
2022-08-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",680.0
2022-08-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Residencial",843.0
2022-08-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",6229.0
2022-08-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Aparcament",36.0
2022-09-01T00:00:00Z,"Navas",63,Barri,"Residencial",1578.0
2022-09-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Comercial",83.0
2022-09-01T00:00:00Z,"les Roquetes",50,Barri,"Aparcament",102.0
2022-09-01T00:00:00Z,"el Clot",65,Barri,"Oficina",999.0
2022-09-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Aparcament",89.0
2022-09-01T00:00:00Z,"Eixample",2,Districte,"Residencial",20895.0
2022-09-01T00:00:00Z,"la Bordeta",16,Barri,"Oficina",145.0
2022-09-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Comercial",910.0
2022-09-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",5094.0
2022-09-01T00:00:00Z,"Sants - Badal",17,Barri,"Residencial",761.0
2022-09-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Oficina",955.0
2022-09-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Comercial",431.0
2022-09-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Solars",21411.0
2022-09-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Aparcament",77.0
2022-09-01T00:00:00Z,"Horta",43,Barri,"Aparcament",179.0
2022-09-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Industrial",805.0
2022-09-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",184.0
2022-09-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",1238.0
2022-09-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Oficina",365.0
2022-09-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",1054.0
2022-09-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",32968.0
2022-09-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Oficina",42.0
2022-09-01T00:00:00Z,"Horta",43,Barri,"Residencial",1516.0
2022-09-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Equipaments",104.0
2022-09-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",722.0
2022-09-01T00:00:00Z,"el Raval",1,Barri,"Comercial",185.0
2022-09-01T00:00:00Z,"les Corts",19,Barri,"Industrial",94.0
2022-09-01T00:00:00Z,"les Corts",19,Barri,"Comercial",244.0
2022-09-01T00:00:00Z,"Can Baró",34,Barri,"Comercial",103.0
2022-09-01T00:00:00Z,"el Coll",29,Barri,"Oficina",52.0
2022-09-01T00:00:00Z,"la Sagrera",61,Barri,"Residencial",1097.0
2022-09-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Residencial",1726.0
2022-09-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Residencial",433.0
2022-09-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Residencial",2166.0
2022-09-01T00:00:00Z,"el Bon Pastor",59,Barri,"Residencial",702.0
2022-09-01T00:00:00Z,"el Bon Pastor",59,Barri,"Industrial",1382.0
2022-09-01T00:00:00Z,"el Clot",65,Barri,"Comercial",81.0
2022-09-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Comercial",348.0
2022-09-01T00:00:00Z,"la Bordeta",16,Barri,"Aparcament",195.0
2022-09-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",1140.0
2022-09-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Aparcament",67.0
2022-09-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",1876.0
2022-09-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Residencial",132.0
2022-09-01T00:00:00Z,"Eixample",2,Districte,"Oficina",27855.0
2022-10-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Aparcament",3338.0
2022-10-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Comercial",31.0
2022-10-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Solars",458.0
2022-10-01T00:00:00Z,"el Carmel",37,Barri,"Comercial",316.0
2022-10-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Comercial",762.0
2022-10-01T00:00:00Z,"el Clot",65,Barri,"No consta",139.0
2022-10-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Residencial",2985.0
2022-10-01T00:00:00Z,"la Prosperitat",52,Barri,"Aparcament",173.0
2022-10-01T00:00:00Z,"Porta",45,Barri,"Equipaments",190.0
2022-10-01T00:00:00Z,"les Tres Torres",24,Barri,"Aparcament",532.0
2022-10-01T00:00:00Z,"el Clot",65,Barri,"Aparcament",288.0
2022-10-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Comercial",201.0
2022-10-01T00:00:00Z,"el Bon Pastor",59,Barri,"Comercial",138.0
2022-10-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Aparcament",932.0
2022-10-01T00:00:00Z,"el Poblenou",68,Barri,"No consta",233.0
2022-10-01T00:00:00Z,"Sant Antoni",10,Barri,"Comercial",661.0
2022-10-01T00:00:00Z,"Can Baró",34,Barri,"Residencial",1047.0
2022-10-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Oficina",369.0
2022-10-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",342.0
2022-10-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Comercial",55.0
2022-10-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Aparcament",7825.0
2022-10-01T00:00:00Z,"el Clot",65,Barri,"Solars",587.0
2022-10-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",325.0
2022-10-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Comercial",61.0
2022-10-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Aparcament",3130.0
2022-10-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",4410.0
2022-10-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Residencial",3082.0
2022-10-01T00:00:00Z,"Nou Barris",8,Districte,"Aparcament",1550.0
2022-10-01T00:00:00Z,"les Corts",19,Barri,"Oficina",342.0
2022-10-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Equipaments",205.0
2022-10-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Solars",70.0
2022-10-01T00:00:00Z,"el Poblenou",68,Barri,"Residencial",2535.0
2022-10-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Equipaments",143.0
2022-10-01T00:00:00Z,"Montbau",40,Barri,"Aparcament",106.0
2022-10-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"No consta",2100.0
2022-10-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",1458.0
2022-10-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Residencial",14769.0
2022-10-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",570.0
2022-10-01T00:00:00Z,"el Poblenou",68,Barri,"Aparcament",84.0
2022-10-01T00:00:00Z,"Navas",63,Barri,"Aparcament",195.0
2022-11-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Comercial",88.0
2022-11-01T00:00:00Z,"Montbau",40,Barri,"Aparcament",19.0
2022-11-01T00:00:00Z,"Sant Antoni",10,Barri,"Comercial",274.0
2022-11-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Residencial",1028.0
2022-11-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Residencial",400.0
2022-11-01T00:00:00Z,"Navas",63,Barri,"No consta",75.0
2022-11-01T00:00:00Z,"la Prosperitat",52,Barri,"Comercial",1309.0
2022-11-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Aparcament",116.0
2022-11-01T00:00:00Z,"el Clot",65,Barri,"Comercial",1996.0
2022-11-01T00:00:00Z,"Sants",18,Barri,"Comercial",845.0
2022-11-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Residencial",5965.0
2022-11-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Comercial",1990.0
2022-11-01T00:00:00Z,"Les Corts",4,Districte,"Residencial",3535.0
2022-11-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",1542.0
2022-11-01T00:00:00Z,"Verdun",51,Barri,"Residencial",849.0
2022-11-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Comercial",102.0
2022-11-01T00:00:00Z,"Horta",43,Barri,"Aparcament",217.0
2022-11-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",6477.0
2022-11-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Equipaments",12.0
2022-11-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Oficina",502.0
2022-11-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Solars",1036.0
2022-11-01T00:00:00Z,"Nou Barris",8,Districte,"Aparcament",909.0
2022-11-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Residencial",3427.0
2022-11-01T00:00:00Z,"Barcelona",-1,Municipi,"Solars",44413.0
2022-11-01T00:00:00Z,"Baró de Viver",58,Barri,"Residencial",143.0
2022-11-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Comercial",349.0
2022-11-01T00:00:00Z,"les Tres Torres",24,Barri,"Aparcament",3143.0
2022-11-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",517.0
2022-11-01T00:00:00Z,"la Marina de Port",13,Barri,"Aparcament",193.0
2022-11-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Residencial",374.0
2022-11-01T00:00:00Z,"el Raval",1,Barri,"Residencial",3339.0
2022-11-01T00:00:00Z,"Sarrià",23,Barri,"Residencial",1880.0
2022-11-01T00:00:00Z,"Nou Barris",8,Districte,"Solars",3085.0
2022-11-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",3352.0
2022-11-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",221.0
2022-11-01T00:00:00Z,"la Guineueta",48,Barri,"Aparcament",98.0
2022-11-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Oficina",394.0
2022-11-01T00:00:00Z,"la Bordeta",16,Barri,"Residencial",718.0
2022-11-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",1448.0
2022-11-01T00:00:00Z,"Sants - Badal",17,Barri,"Comercial",136.0
2022-11-01T00:00:00Z,"el Poblenou",68,Barri,"Solars",146.0
2022-11-01T00:00:00Z,"Vallbona",56,Barri,"Aparcament",28.0
2022-11-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Solars",38297.0
2022-11-01T00:00:00Z,"la Sagrada Família",6,Barri,"Aparcament",1386.0
2022-11-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Residencial",705.0
2022-11-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Aparcament",96.0
2022-12-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Aparcament",108.0
2022-12-01T00:00:00Z,"Sants",18,Barri,"Aparcament",274.0
2022-12-01T00:00:00Z,"les Roquetes",50,Barri,"Solars",124.0
2022-12-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",499.0
2022-12-01T00:00:00Z,"el Poblenou",68,Barri,"Comercial",472.0
2022-12-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Residencial",2861.0
2022-12-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Equipaments",1861.0
2022-12-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Oficina",4331.0
2022-12-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",2499.0
2022-12-01T00:00:00Z,"Montbau",40,Barri,"Residencial",120.0
2022-12-01T00:00:00Z,"Sant Andreu",60,Barri,"Aparcament",3145.0
2022-12-01T00:00:00Z,"Sant Martí",10,Districte,"Comercial",4716.0
2022-12-01T00:00:00Z,"Sant Martí",10,Districte,"No consta",308.0
2022-12-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Comercial",197.0
2022-12-01T00:00:00Z,"Sant Andreu",60,Barri,"Residencial",3471.0
2022-12-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Comercial",300.0
2022-12-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",1486.0
2022-12-01T00:00:00Z,"les Corts",19,Barri,"Residencial",3412.0
2022-12-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Comercial",600.0
2022-12-01T00:00:00Z,"Eixample",2,Districte,"Residencial",25474.0
2022-12-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",142312.0
2022-12-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Aparcament",94.0
2022-12-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Aparcament",255.0
2022-12-01T00:00:00Z,"Sant Antoni",10,Barri,"Comercial",776.0
2022-12-01T00:00:00Z,"Porta",45,Barri,"Solars",408.0
2022-12-01T00:00:00Z,"Nou Barris",8,Districte,"Comercial",1917.0
2022-12-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Comercial",68.0
2022-12-01T00:00:00Z,"el Fort Pienc",5,Barri,"Residencial",4671.0
2022-12-01T00:00:00Z,"el Carmel",37,Barri,"Aparcament",186.0
2022-12-01T00:00:00Z,"Verdun",51,Barri,"Comercial",106.0
2022-12-01T00:00:00Z,"Sant Martí",10,Districte,"Industrial",2290.0
2022-12-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Equipaments",53.0
2022-12-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",997.0
2022-12-01T00:00:00Z,"Porta",45,Barri,"Residencial",1449.0
2022-12-01T00:00:00Z,"el Carmel",37,Barri,"Solars",40.0
2022-12-01T00:00:00Z,"Horta",43,Barri,"Equipaments",31.0
2022-12-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Equipaments",3300.0
2022-12-01T00:00:00Z,"Sant Andreu",60,Barri,"No consta",57.0
2022-12-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",3820.0
2022-12-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",11759.0
2022-12-01T00:00:00Z,"Horta",43,Barri,"Comercial",416.0
2022-12-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",11918.0
2022-12-01T00:00:00Z,"les Roquetes",50,Barri,"Aparcament",7390.0
2022-12-01T00:00:00Z,"Sant Martí",10,Districte,"Equipaments",6127.0
2022-12-01T00:00:00Z,"la Teixonera",38,Barri,"Aparcament",90.0
2022-12-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Comercial",258.0
2022-12-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Residencial",1591.0
2022-12-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"No consta",123.0
2022-12-01T00:00:00Z,"Sant Andreu",9,Districte,"Equipaments",404.0
2022-12-01T00:00:00Z,"Sant Antoni",10,Barri,"Aparcament",138.0
2022-12-01T00:00:00Z,"Sant Andreu",9,Districte,"Comercial",741.0
2022-12-01T00:00:00Z,"les Roquetes",50,Barri,"Residencial",955.0
2022-12-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Industrial",496.0
2022-12-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Residencial",17271.0
2022-12-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Solars",12.0
2022-12-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Aparcament",3326.0
2022-12-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Turístic",67.0
2022-12-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Aparcament",124.0
2022-12-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Comercial",192.0
2023-01-01T00:00:00Z,"Sant Martí",10,Districte,"Solars",32491.0
2023-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Residencial",9907.0
2023-01-01T00:00:00Z,"les Tres Torres",24,Barri,"Residencial",1606.0
2023-01-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",25730.0
2023-01-01T00:00:00Z,"Sants",18,Barri,"Turístic",1148.0
2023-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Residencial",42897.0
2023-01-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Oficina",322.0
2023-01-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Oficina",5639.0
2023-01-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",461.0
2023-01-01T00:00:00Z,"Sants",18,Barri,"Aparcament",11676.0
2023-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Oficina",176.0
2023-01-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Residencial",14358.0
2023-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Comercial",242.0
2023-01-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Industrial",375.0
2023-01-01T00:00:00Z,"Vallvidrera, el Tibidabo i les Planes",22,Barri,"Residencial",183.0
2023-01-01T00:00:00Z,"Horta",43,Barri,"Comercial",1656.0
2023-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Residencial",945.0
2023-01-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",2425.0
2023-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Comercial",3642.0
2023-01-01T00:00:00Z,"la Bordeta",16,Barri,"Solars",140.0
2023-01-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Equipaments",41.0
2023-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Oficina",404.0
2023-01-01T00:00:00Z,"el Bon Pastor",59,Barri,"Aparcament",1196.0
2023-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Oficina",111.0
2023-01-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Equipaments",361.0
2023-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Turístic",8011.0
2023-01-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"No consta",114.0
2023-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Equipaments",774.0
2023-01-01T00:00:00Z,"les Corts",19,Barri,"Comercial",397.0
2023-01-01T00:00:00Z,"la Barceloneta",3,Barri,"Aparcament",59.0
2023-01-01T00:00:00Z,"el Raval",1,Barri,"No consta",380.0
2023-01-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Comercial",267.0
2023-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"No consta",192.0
2023-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Aparcament",137.0
2023-01-01T00:00:00Z,"Les Corts",4,Districte,"Residencial",6659.0
2023-01-01T00:00:00Z,"Nou Barris",8,Districte,"Equipaments",52.0
2023-01-01T00:00:00Z,"Eixample",2,Districte,"Comercial",4699.0
2023-01-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Oficina",3190.0
2023-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Residencial",38802.0
2023-01-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",19419.0
2023-01-01T00:00:00Z,"Vallvidrera, el Tibidabo i les Planes",22,Barri,"Solars",716.0
2023-01-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Residencial",2420.0
2023-01-01T00:00:00Z,"Pedralbes",21,Barri,"Aparcament",9853.0
2023-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Solars",5386.0
2023-01-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Industrial",12362.0
2023-01-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Comercial",593.0
2023-01-01T00:00:00Z,"Barcelona",-1,Municipi,"No consta",10930.0
2023-01-01T00:00:00Z,"Gràcia",6,Districte,"Solars",21.0
2023-01-01T00:00:00Z,"Gràcia",6,Districte,"Turístic",1702.0
2023-01-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Equipaments",58.0
2023-01-01T00:00:00Z,"Sants",18,Barri,"Residencial",1729.0
2023-01-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Industrial",76.0
2023-01-01T00:00:00Z,"Can Peguera",47,Barri,"Residencial",487.0
2023-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Oficina",2388.0
2023-01-01T00:00:00Z,"Sant Martí",10,Districte,"Comercial",1561.0
2023-01-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Equipaments",18345.0
2023-01-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Oficina",77.0
2023-01-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",27698.0
2023-01-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Oficina",35.0
2023-01-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Aparcament",1057.0
2023-01-01T00:00:00Z,"Sants",18,Barri,"Comercial",5237.0
2023-01-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Comercial",1165.0
2023-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Oficina",7225.0
2023-01-01T00:00:00Z,"les Corts",19,Barri,"Oficina",3143.0
2023-01-01T00:00:00Z,"les Corts",19,Barri,"Turístic",70.0
2023-01-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Residencial",3206.0
2023-01-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Residencial",21891.0
2023-01-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Aparcament",10706.0
2023-01-01T00:00:00Z,"Porta",45,Barri,"Industrial",1960.0
2023-01-01T00:00:00Z,"Sants",18,Barri,"Equipaments",764.0
2023-01-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",2884.0
2023-01-01T00:00:00Z,"Can Baró",34,Barri,"Residencial",339.0
2023-01-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Aparcament",78.0
2023-01-01T00:00:00Z,"Torre Baró",54,Barri,"Equipaments",56.0
2023-01-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Aparcament",7453.0
2023-01-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",4837.0
2023-01-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",88.0
2023-01-01T00:00:00Z,"Sant Andreu",60,Barri,"Oficina",718.0
2023-01-01T00:00:00Z,"Gràcia",6,Districte,"No consta",101.0
2023-01-01T00:00:00Z,"la Bordeta",16,Barri,"Aparcament",15924.0
2023-01-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Oficina",1010.0
2023-01-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Aparcament",20.0
2023-01-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Residencial",76.0
2023-01-01T00:00:00Z,"el Poblenou",68,Barri,"Residencial",28986.0
2023-01-01T00:00:00Z,"Eixample",2,Districte,"Equipaments",6050.0
2023-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Residencial",3207.0
2023-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Comercial",49.0
2023-01-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Residencial",512.0
2023-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Solars",16.0
2023-01-01T00:00:00Z,"Torre Baró",54,Barri,"Solars",439.0
2023-01-01T00:00:00Z,"Verdun",51,Barri,"Oficina",124.0
2023-01-01T00:00:00Z,"Les Corts",4,Districte,"Industrial",31.0
2023-01-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",98443.0
2023-01-01T00:00:00Z,"Sant Andreu",9,Districte,"No consta",861.0
2023-01-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Residencial",7612.0
2023-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Comercial",956.0
